ID,Parent Company,Acquisition Year,Acquisition Month,Acquired Company,Business,Country,Acquisition Price,Category,Derived Products,Acquisition Date
1142,Ibm,2012,9,Butterfly Software Ltd.,Data Analysis and Migration Software,United Kingdom,,-,-,2012-09-01
1143,Ibm,2012,12,StoredIQ,Big Data Analysis,United States,,-,-,2012-12-01
1144,Ibm,2013,2,Star Analytics,Business Analytics,United States,,-,-,2013-02-01
1145,Ibm,2013,4,UrbanCode,Software delivery automation,United States,,-,-,2013-04-01
1146,Ibm,2013,6,SoftLayer Technologies,Cloud Computing Infrastructure,United States,2000000000.0,-,-,2013-06-01
1147,Ibm,2013,7,CSL International,Cloud Computing,Israel,,-,-,2013-07-01
1148,Ibm,2013,8,Trusteer,Cyber Security,Israel,1000000000.0,-,-,2013-08-01
1149,Ibm,2013,9,Daeja Image Systems,Viewer for document management systems,United Kingdom,,-,-,2013-09-01
1150,Ibm,2013,10,The Now Factory,Mobile Networks Big Data Analytics,Ireland,,-,-,2013-10-01
1151,Ibm,2013,10,Xtify,In-app mobile messaging and push notification tools,United States,,-,-,2013-10-01
1152,Ibm,2013,11,Fiberlink Communications,Mobile Device Management,United States,330000000.0,-,-,2013-11-01
1153,Ibm,2013,12,"Aspera, Inc.",Data Transfer Technology,United States,,-,-,2013-12-01
1154,Ibm,2014,2,"Cloudant, Inc.",Database-as-a-Service,United States,,-,-,2014-02-01
1155,Ibm,2014,4,"Silverpop Systems, Inc.",Behavioral Marketing Automation,United States,,-,-,2014-04-01
1156,Ibm,2014,5,Cognea,Cognitive computing (conversational artificial intelligence platform),United States,,-,-,2014-05-01
1157,Ibm,2014,7,CrossIdeas,Cloud Security (Identity and Access Governance),Italy,,-,-,2014-07-01
1158,Ibm,2014,8,Lighthouse Security Group,Cloud Security,United States,,-,-,2014-08-01
1159,Ibm,2015,3,AlchemyAPI,"Natural language processing, big data",United States,,-,-,2015-03-01
1160,Ibm,2015,3,Blekko,"Web Search Engine, Cognitive Computing",United States,,-,-,2015-03-01
1161,Ibm,2015,4,Explorys,Healthcare analytics,United States,,-,-,2015-04-01
1162,Ibm,2015,4,Phytel,Health management software,United States,,-,-,2015-04-01
1163,Ibm,2015,6,Bluebox,Private Cloud as a Service,United States,,-,-,2015-06-01
1164,Ibm,2015,7,Compose Inc.,Database as a Service,United States,,-,-,2015-07-01
1165,Ibm,2015,8,Merge Healthcare Inc.,Healthcare imaging software,United States,1000000000.0,-,-,2015-08-01
1166,Ibm,2015,9,StrongLoop Inc.,Mobile API capabilities,United States,,-,-,2015-09-01
1167,Ibm,2015,9,Meteorix LLC,Consulting services for Workday applications,United States,,-,-,2015-09-01
1168,Ibm,2015,10,The Weather Company digital assets,"Weather data sources and analytics, related online and mobile products",United States,,-,-,2015-10-01
1169,Ibm,2015,11,"Gravitant, Inc",Cloud brokerage software and cloud management,United States,,-,-,2015-11-01
1170,Ibm,2015,11,Cleversafe,Object-based storage software,United States,1309000000.0,-,-,2015-11-01
1171,Ibm,2015,12,Clearleap,Cloud-based video management,United States,,-,-,2015-12-01
1172,Ibm,2016,1,Iris Analytics,Real time transaction fraud detection,Germany,,-,-,2016-01-01
1173,Ibm,2016,1,Ustream,Streaming video,United States,,-,-,2016-01-01
1174,Ibm,2016,1,Resource/Ammirati,Digital marketing and creative agency,United States,,-,-,2016-01-01
1175,Ibm,2016,2,Aperto AG,Digital marketing and creative agency,Germany,,-,-,2016-02-01
1176,Ibm,2016,2,ecx.io AG,Digital marketing and creative agency,Germany,,-,-,2016-02-01
1177,Ibm,2016,2,Truven Health Analytics,"Provider of cloud-based healthcare data, analytics and insights",United States,2600000000.0,-,-,2016-02-01
1178,Ibm,2016,2,Resilient Systems,"Cyber security, incident response platform",United States,,-,-,2016-02-01
1179,Ibm,2016,3,Optevia,Specialist provider of Microsoft Dynamics CRM based solutions and associated services to the public sector,United Kingdom,,-,-,2016-03-01
1180,Ibm,2016,3,Blue Wolf Group LLC,Salesforce systems integrator and professional services,United States,200000000.0,-,-,2016-03-01
1181,Ibm,2016,6,EZSource,Application discovery and dashboard visualization,Israel,,-,-,2016-06-01
1182,Ibm,2016,9,Promontory Financial Group,Risk management and regulatory compliance,United States,,-,-,2016-09-01
1183,Ibm,2016,10,Sanovi Technologies,Hybrid cloud recovery,India,,-,-,2016-10-01
1184,Ibm,2017,2,Agile 3 Solutions,Information security,United States,,-,-,2017-02-01
1185,Ibm,2017,5,Verizon – Cloud services,Cloud services,United States,,-,-,2017-05-01
1186,Ibm,2017,5,XCC (division of TIMETOACT),Collaboration software,Germany,,-,-,2017-05-01
1187,Ibm,2017,9,Cloudigo,Data Center Company,-,,-,-,2017-09-01
1188,Ibm,2017,10,Vivant Digital,Innovation Consultancy,Australia,,-,-,2017-10-01
1189,Ibm,2018,5,"Armanta, Inc.",Aggregation/analytics software for financial services firms,United States,,-,-,2018-05-01
1190,Ibm,2018,6,Oniqua Holdings Pty Ltd.,Intelligent maintenance repair and operations (MRO) solutions,United States,,-,-,2018-06-01
1191,Ibm,2019,7,Red Hat,Provider of open source software and solutions,United States,34000000000.0,-,-,2019-07-01
1192,Ibm,2020,6,Spanugo,US-based provider of cloud cybersecurity posture management solutions,United States,,-,-,2020-06-01
1193,Ibm,2020,7,WDG,IBM to Acquire WDG Automation to Advance AI-Infused Automation Capabilities for Enterprises,Brazil,,-,-,2020-07-01
1194,Ibm,2020,11,TruQua Enterprises,Acquisition enhances IBM's expertise in migrating financial platforms to SAP,United States,,-,-,2020-11-01
1195,Ibm,2020,11,Instana,Acquisition continues to advance IBM's Hybrid Cloud and AIOps strategy with Application Performance Management and enterprise Observability capabilities,United States,,-,-,2020-11-01
1196,Ibm,2020,12,Expertus Technologies Inc.,Digital payments provider,Canada,,-,-,2020-12-01
1197,Ibm,2020,12,Nordcloud,Acquisition enhances IBM's Hybrid Cloud Consulting capabilities,Finland,,-,-,2020-12-01
1198,Ibm,2021,1,7Summits,Acquisition drives digital transformations for Salesforce clients,United States,,-,-,2021-01-01
1199,Ibm,2021,1,Taos,Acquisition to expand hybrid cloud consulting services,United States,,-,-,2021-01-01
1200,Ibm,2021,4,myInvenio,Acquisition to help Organizations Use AI-powered Automation to Better Streamline Business Processes,Italy,,-,-,2021-04-01
1201,Ibm,2021,5,Waeg,Acquisition to expand Salesforce consulting services,-,,-,-,2021-05-01
1202,Ibm,2021,6,Turbonomic,Acquisition to expand AAIOps (the use of AI to automate IT Operations) to application and infrastructure observability,United States,,-,-,2021-06-01
1203,Ibm,2021,7,BoxBoat Technologies,DevOps consultancy and enterprise Kubernetes certified service provider,United States,,-,-,2021-07-01
1204,Ibm,2021,7,"Bluetab Solutions Group, S.L.",Hybrid cloud data and analytics consulting,Spain,,-,-,2021-07-01
1205,Adobe,1990,3,Emerald City Software,-,-,,-,-,1990-03-01
1206,Adobe,1990,6,BluePoint Technologies,-,-,,-,-,1990-06-01
1207,Adobe,1992,6,LaserTools-Language Tech,-,-,,-,-,1992-06-01
1208,Adobe,1992,6,OCR Systems,-,-,,-,-,1992-06-01
1209,Adobe,1994,8,Aldus Corporation,-,-,437676000.0,-,-,1994-08-01
1210,Adobe,1994,9,LaserTools,-,-,,-,-,1994-09-01
1211,Adobe,1995,1,Photoshop,-,-,,-,-,1995-01-01
1212,Adobe,1995,10,Frame Technology,-,-,566567000.0,-,-,1995-10-01
1213,Adobe,1996,5,Ares Software,-,-,,-,-,1996-05-01
1214,Adobe,1997,3,Sandcastle,-,-,3500000.0,-,-,1997-03-01
1215,Adobe,1997,9,HyWay Ferranti,-,-,,-,-,1997-09-01
1216,Adobe,1997,9,DigiDox,-,-,,-,-,1997-09-01
1217,Adobe,1999,1,GoLive Systems,-,-,,-,-,1999-01-01
1218,Adobe,2001,12,Fotiva,-,-,,-,-,2001-12-01
1219,Adobe,2002,4,Accelio,-,-,72000000.0,-,-,2002-04-01
1220,Adobe,2003,5,Syntrillium Software,-,-,,-,-,2003-05-01
1221,Adobe,2003,11,Yellow Dragon Software-Tech,-,-,,-,-,2003-11-01
1222,Adobe,2004,5,"Q-Link Technologies, Inc.",-,-,,-,-,2004-05-01
1223,Adobe,2004,12,OKYZ,-,-,,-,-,2004-12-01
1224,Adobe,2005,12,Macromedia,-,-,3573000000.0,-,-,2005-12-01
1225,Adobe,2005,12,Navisware,-,-,,-,-,2005-12-01
1226,Adobe,2006,4,Trade and Technologies France,-,-,,-,-,2006-04-01
1227,Adobe,2006,6,Pixmantec,-,-,,-,-,2006-06-01
1228,Adobe,2006,9,InterAKT,-,-,,-,-,2006-09-01
1229,Adobe,2006,10,Serious Magic Inc.,-,-,,-,-,2006-10-01
1230,Adobe,2007,5,Scene7,-,-,,-,-,2007-05-01
1231,Adobe,2007,10,Virtual Ubiquity,-,-,,-,-,2007-10-01
1232,Adobe,2008,9,YaWah,-,-,,-,-,2008-09-01
1233,Adobe,2009,8,Business Catalyst,-,-,,-,-,2009-08-01
1234,Adobe,2009,9,Omniture,-,-,1800000000.0,-,-,2009-09-01
1235,Adobe,2010,7,Day Software,-,-,240000000.0,-,-,2010-07-01
1236,Adobe,2011,1,Demdex,-,-,,-,-,2011-01-01
1237,Adobe,2011,7,EchoSign,-,-,,-,-,2011-07-01
1238,Adobe,2011,9,Iridas Technology,-,-,,-,-,2011-09-01
1239,Adobe,2011,10,Nitobi,-,-,,-,-,2011-10-01
1240,Adobe,2011,10,Typekit,-,-,,-,-,2011-10-01
1241,Adobe,2011,11,Auditude,-,-,120000000.0,-,-,2011-11-01
1242,Adobe,2011,11,Efficient Frontier Technology,-,-,,-,-,2011-11-01
1243,Adobe,2012,12,Behance Inc.,-,-,,-,-,2012-12-01
1244,Adobe,2013,7,Neolane,-,-,600000000.0,-,-,2013-07-01
1245,Adobe,2013,7,Satellite,-,-,,-,-,2013-07-01
1246,Adobe,2014,9,Aviary,-,-,,-,-,2014-09-01
1247,Adobe,2015,1,Fotolia,-,-,800000000.0,-,-,2015-01-01
1248,Adobe,2015,6,Mixamo,-,-,,-,-,2015-06-01
1249,Adobe,2016,5,Livefyre,-,-,,-,-,2016-05-01
1250,Adobe,2016,11,TubeMogul,-,-,540000000.0,-,-,2016-11-01
1251,Adobe,2018,4,Sayspring,-,-,,-,-,2018-04-01
1252,Adobe,2018,4,Uru,-,-,,-,-,2018-04-01
1253,Adobe,2018,5,Magento,-,-,1680000000.0,-,-,2018-05-01
1254,Adobe,2018,9,Marketo,-,-,4750000000.0,-,-,2018-09-01
1255,Adobe,2019,1,Allegorithmic,-,-,,-,-,2019-01-01
1256,Adobe,2020,11,Workfront,-,-,1500000000.0,-,-,2020-11-01
1257,Facebook,2005,8,facebook.com domain name,-,United States,200000.0,-,name change from Thefacebook.com,2005-08-01
1258,Facebook,2007,7,Parakey,-,United States,,-,Facebook Mobile,2007-07-01
1259,Facebook,2008,6,ConnectU,-,United States,31000000.0,-,-,2008-06-01
1260,Facebook,2009,8,FriendFeed,-,United States,47500000.0,-,-,2009-08-01
1261,Facebook,2010,2,Octazen,-,Malaysia,,-,Websluths,2010-02-01
1262,Facebook,2010,3,Divvyshot,-,United States,,-,Facebook Photos,2010-03-01
1263,Facebook,2010,5,Friendster patents,-,United States,40000000.0,-,-,2010-05-01
1264,Facebook,2010,5,ShareGrove,-,United States,,-,Facebook Groups,2010-05-01
1265,Facebook,2010,7,Zenbe,-,United States,,-,Facebook Messenger,2010-07-01
1266,Facebook,2010,7,Nextstop,-,United States,2500000.0,-,-,2010-07-01
1267,Facebook,2010,8,Chai Labs,-,United States,10000000.0,-,-,2010-08-01
1268,Facebook,2010,8,Hot Potato,-,United States,10000000.0,-,Facebook Places,2010-08-01
1269,Facebook,2010,10,Drop.io,-,United States,10000000.0,-,-,2010-10-01
1270,Facebook,2010,11,FB.com domain name,-,United States,8500000.0,-,-,2010-11-01
1271,Facebook,2011,1,Rel8tion,-,United States,,-,-,2011-01-01
1272,Facebook,2011,3,Beluga,-,United States,,-,Facebook Messenger,2011-03-01
1273,Facebook,2011,3,Snaptu,-,Ireland,70000000.0,-,Mobile,2011-03-01
1274,Facebook,2011,3,RecRec,-,United States,,-,-,2011-03-01
1275,Facebook,2011,4,DayTum,-,United States,,-,-,2011-04-01
1276,Facebook,2011,6,Sofa,-,Netherlands,,-,-,2011-06-01
1277,Facebook,2011,6,MailRank,-,United States,,-,-,2011-06-01
1278,Facebook,2011,8,Push Pop Press,-,United States,,-,-,2011-08-01
1279,Facebook,2011,10,Friend.ly,-,United States,,-,-,2011-10-01
1280,Facebook,2011,11,Strobe,-,United States,,-,Mobile engineering team,2011-11-01
1281,Facebook,2011,12,Gowalla,-,United States,,-,-,2011-12-01
1282,Facebook,2012,2,Caffeinatedmind,-,United States,,-,-,2012-02-01
1283,Facebook,2012,4,Instagram,-,United States,1000000000.0,-,-,2012-04-01
1284,Facebook,2012,4,Tagtile,-,United States,,-,-,2012-04-01
1285,Facebook,2012,5,Glancee,-,United States,,-,-,2012-05-01
1286,Facebook,2012,5,Lightbox.com,-,United Kingdom,,-,-,2012-05-01
1287,Facebook,2012,5,Karma,-,United States,,-,Facebook Gifts,2012-05-01
1288,Facebook,2012,6,Face.com,-,Ireland,100000000.0,-,-,2012-06-01
1289,Facebook,2012,7,Spool,-,United States,,-,Mobile engineering team,2012-07-01
1290,Facebook,2012,7,Acrylic Software,-,Canada,,-,Facebook's design team,2012-07-01
1291,Facebook,2012,8,Threadsy,-,United States,,-,-,2012-08-01
1292,Facebook,2013,2,Atlas Solutions,-,United States,100000000.0,-,-,2013-02-01
1293,Facebook,2013,3,osmeta,-,United States,,-,-,2013-03-01
1294,Facebook,2013,3,Storylane (Mixtent),-,United States,,-,-,2013-03-01
1295,Facebook,2013,3,Hot Studio,-,United States,,-,-,2013-03-01
1296,Facebook,2013,4,Spaceport,-,United States,,-,-,2013-04-01
1297,Facebook,2013,4,Parse,-,United States,85000000.0,-,-,2013-04-01
1298,Facebook,2013,7,Monoidics,-,United Kingdom,,-,-,2013-07-01
1299,Facebook,2013,8,Jibbigo,-,United States,,-,-,2013-08-01
1300,Facebook,2013,10,Onavo,-,Ireland,,-,-,2013-10-01
1301,Facebook,2013,12,SportStream,-,United States,,-,-,2013-12-01
1302,Facebook,2014,1,Little Eye Labs,-,India,15000000.0,-,-,2014-01-01
1303,Facebook,2014,1,Branch,-,United States,15000000.0,-,-,2014-01-01
1304,Facebook,2014,2,WhatsApp,-,United States,19000000000.0,-,-,2014-02-01
1305,Facebook,2014,3,Oculus VR,-,United States,2000000000.0,-,-,2014-03-01
1306,Facebook,2014,3,Ascenta,-,United Kingdom,20000000.0,-,-,2014-03-01
1307,Facebook,2014,4,ProtoGeo Oy,-,Finland,,-,-,2014-04-01
1308,Facebook,2014,8,PrivateCore,-,United States,,-,-,2014-08-01
1309,Facebook,2014,8,LiveRail,-,United States,,-,-,2014-08-01
1310,Facebook,2014,8,WaveGroup Sound,-,United States,,-,-,2014-08-01
1311,Facebook,2015,1,Wit.ai,-,United States,,-,-,2015-01-01
1312,Facebook,2015,1,Quickfire Networks,-,United States,,-,-,2015-01-01
1313,Facebook,2015,3,"TheFind, Inc.",-,United States,,-,-,2015-03-01
1314,Facebook,2015,5,Surreal Vision,-,United Kingdom,,-,-,2015-05-01
1315,Facebook,2015,10,Endaga,-,United States,,-,-,2015-10-01
1316,Facebook,2015,7,Pebbles,-,Ireland,60000000.0,-,-,2015-07-01
1317,Facebook,2016,3,MSQRD (Masquerade),-,Belarus,,-,-,2016-03-01
1318,Facebook,2016,5,Two Big Ears,-,United Kingdom,,-,-,2016-05-01
1319,Facebook,2016,9,Nascent Objects,-,United States,,-,-,2016-09-01
1320,Facebook,2016,10,Infiniled,-,Ireland,,-,-,2016-10-01
1321,Facebook,2016,11,CrowdTangle,-,United States,,-,-,2016-11-01
1322,Facebook,2016,11,Faciometrics,-,United States,,-,-,2016-11-01
1323,Facebook,2016,11,Zurich Eye,-,-,,-,Oculus VR,2016-11-01
1324,Facebook,2017,7,Ozlo,-,United States,,-,Facebook Messenger,2017-07-01
1325,Facebook,2017,8,Fayteq AG,-,-,,-,Facebook Live,2017-08-01
1326,Facebook,2017,10,tbh,-,United States,,-,-,2017-10-01
1327,Facebook,2018,1,Confirm,-,United States,,-,-,2018-01-01
1328,Facebook,2018,7,Bloomsbury AI,-,United Kingdom,30000000.0,-,-,2018-07-01
1329,Facebook,2018,7,Redkix,-,Ireland,100000000.0,-,Workplace by Facebook,2018-07-01
1330,Facebook,2018,8,Vidpresso,-,United States,,-,-,2018-08-01
1331,Facebook,2018,11,Dreambit,-,-,,-,-,2018-11-01
1332,Facebook,2019,2,Chainspace,-,United Kingdom,,-,Facebook Blockchain,2019-02-01
1333,Facebook,2019,2,GrokStyle,-,United States,,-,-,2019-02-01
1334,Facebook,2019,9,Servicefriend,-,Ireland,,-,Novi,2019-09-01
1335,Facebook,2019,9,CTRL-labs,-,United States,,-,Facebook Reality Labs,2019-09-01
1336,Facebook,2019,9,Packagd,-,United States,,-,List of Facebook features § Marketplace,2019-09-01
1337,Facebook,2019,11,Beat Games,-,Czech Republic,,-,Oculus Studio,2019-11-01
1338,Facebook,2019,12,PlayGiga,-,Spain,70000000.0,-,-,2019-12-01
1339,Facebook,2020,2,Sanzaru Games,-,United States,,-,Oculus Studio,2020-02-01
1340,Facebook,2020,2,Scape Technologies,-,United Kingdom,40000000.0,-,Facebook Reality Labs,2020-02-01
1341,Facebook,2020,5,Giphy,-,United States,400000000.0,-,Instagram,2020-05-01
1342,Facebook,2020,6,Mapillary,-,Sweden,,-,-,2020-06-01
1343,Facebook,2020,6,Ready at Dawn,-,United States,,-,Oculus Studio,2020-06-01
1344,Facebook,2020,9,Lemnis Technologies,-,Singapore,,-,Facebook Reality Labs,2020-09-01
1345,Facebook,2020,11,Kustomer,-,United States,1000000000.0,-,-,2020-11-01
1346,Facebook,2021,4,Downpour Interactive,-,United States,,-,Oculus Studio,2021-04-01
1347,Facebook,2021,6,Unit 2 Games,-,United Kingdom,,-,Facebook Gaming,2021-06-01
1348,Facebook,2021,6,BigBox VR,-,United States,,-,Oculus Studio,2021-06-01
1349,Facebook,2021,10,AI.Reverie,-,United States,,-,-,2021-10-01
1350,Redhat,1999,7,Atomic Vision,Website design,-,,-,-,1999-07-01
1351,Redhat,1999,7,Delix Computer GmbH-Linux Div,Computers and software,-,,-,-,1999-07-01
1352,Redhat,2000,1,Cygnus Solutions Limited,"gcc, gdb, binutils",-,674444000.0,-,-,2000-01-01
1353,Redhat,2000,5,Bluecurve,IT management software,-,37107000.0,-,-,2000-05-01
1354,Redhat,2000,8,Wirespeed Communications,Internet software,-,83963000.0,-,-,2000-08-01
1355,Redhat,2000,8,Hell's Kitchen Systems,Internet software,-,85624000.0,-,-,2000-08-01
1356,Redhat,2000,9,C2Net,Internet software,-,39983000.0,-,-,2000-09-01
1357,Redhat,2001,2,Akopia,Ecommerce websites,-,,-,-,2001-02-01
1358,Redhat,2001,2,Planning Technologies,Consulting,-,47000000.0,-,-,2001-02-01
1359,Redhat,2002,2,ArsDigita,Assets and employees,-,,-,-,2002-02-01
1360,Redhat,2002,10,NOCpulse,Software,-,,-,-,2002-10-01
1361,Redhat,2003,12,Sistina Software,"GFS, LVM, DM",-,31000000.0,-,-,2003-12-01
1362,Redhat,2004,9,The Netscape Security-Certain Asts,Certain assets,-,,-,-,2004-09-01
1363,Redhat,2006,6,JBoss,Middleware,-,420000000.0,-,-,2006-06-01
1364,Redhat,2007,6,MetaMatrix,Information management software,-,,-,-,2007-06-01
1365,Redhat,2007,6,Mobicents,Telecommunications software,-,,-,-,2007-06-01
1366,Redhat,2008,3,Amentra,Consulting,-,,-,-,2008-03-01
1367,Redhat,2008,6,Identyx,Software,-,,-,-,2008-06-01
1368,Redhat,2008,9,Qumranet,"KVM, RHEV, SPICE",-,107000000.0,-,-,2008-09-01
1369,Redhat,2010,11,Makara,Enterprise software,-,,-,-,2010-11-01
1370,Redhat,2011,10,Gluster,GlusterFS,-,136000000.0,-,-,2011-10-01
1371,Redhat,2012,6,FuseSource,Enterprise integration software,-,,-,-,2012-06-01
1372,Redhat,2012,8,Polymita,Enterprise software,-,,-,-,2012-08-01
1373,Redhat,2012,12,ManageIQ,Orchestration software,-,104000000.0,-,-,2012-12-01
1374,Redhat,2014,1,The CentOS Project,CentOS,-,,-,-,2014-01-01
1375,Redhat,2014,4,Inktank Storage,Ceph,-,175000000.0,-,-,2014-04-01
1376,Redhat,2014,6,eNovance,OpenStack Integration Services,-,95000000.0,-,-,2014-06-01
1377,Redhat,2014,9,FeedHenry,Mobile Application Platform,-,82000000.0,-,-,2014-09-01
1378,Redhat,2015,10,Ansible,"Configuration management, Orchestration engine",-,,-,-,2015-10-01
1379,Redhat,2016,6,3scale,API management,-,,-,-,2016-06-01
1380,Redhat,2017,5,Codenvy,Cloud software,-,,-,-,2017-05-01
1381,Redhat,2017,7,Permabit,Data deduplication and compression,-,,-,-,2017-07-01
1382,Redhat,2018,1,CoreOS,Management of containerized application:Container Linux by CoreOS,-,250000000.0,-,-,2018-01-01
1383,Redhat,2018,11,NooBaa,Cloud storage technology,-,,-,-,2018-11-01
1384,Redhat,2021,1,StackRox,Container management software,-,,-,-,2021-01-01
1385,Disney,1957,1,"Disneyland, Inc.",-,-,562500.0,-,-,1957-01-01
1386,Disney,1960,1,"Disneyland, Inc.",-,-,7500000.0,-,-,1960-01-01
1387,Disney,1965,1,WED Enterprisespark designing and engineering division,-,-,,-,-,1965-01-01
1388,Disney,1982,1,Retlaw Enterprisesparks transportation division,-,-,42600000.0,-,-,1982-01-01
1389,Disney,1987,1,Wrather Corporation,-,-,,-,-,1987-01-01
1390,Disney,1988,1,Wrather Corporation,-,-,,-,-,1988-01-01
1391,Disney,1996,2,Capital Cities/ABC Inc.,-,-,19000000000.0,-,-,1996-02-01
1392,Disney,1998,4,Starwave,-,-,400000000.0,-,-,1998-04-01
1393,Disney,1999,7,Infoseek,-,-,1770000000.0,-,-,1999-07-01
1394,Disney,2001,10,Fox Family Worldwide,-,-,2900000000.0,-,-,2001-10-01
1395,Disney,2004,2,The Muppets and Bear in the Big Blue House,-,-,75000000.0,-,-,2004-02-01
1396,Disney,2006,5,Pixar,-,-,7400000000.0,-,-,2006-05-01
1397,Disney,2008,12,Jetix Europe,-,-,,-,-,2008-12-01
1398,Disney,2009,4,Hulu,-,-,,-,-,2009-04-01
1399,Disney,2009,12,Marvel,-,-,4000000000.0,-,-,2009-12-01
1400,Disney,2012,12,Lucasfilm,-,-,4000000000.0,-,-,2012-12-01
1401,Disney,2014,1,Maker Studios,-,-,450000000.0,-,-,2014-01-01
1402,Disney,2017,1,BAMTech,-,-,2580000000.0,-,-,2017-01-01
1403,Disney,2019,3,21st Century Fox,-,-,71300000000.0,-,-,2019-03-01
1404,Citrix,1997,9,DataPac Australasia,Server-based computing,Australia,,-,Citrix WinFrame,1997-09-01
1405,Citrix,1998,3,Insignia NTrigue,Server-based computing and consumer electronics,United States,,-,Citrix WinFrame,1998-03-01
1406,Citrix,1998,6,APM,Java developer,-,,-,Citrix WinFrame and MetaFrame,1998-06-01
1407,Citrix,1998,7,VDOnet,Internet film broadcasting,Israel,,-,Video/audio server technology,1998-07-01
1408,Citrix,1999,7,Viewsoft,Software developer for web-based application,United States,,-,Application Linking and Embedding (ALE) software,1999-07-01
1409,Citrix,2000,2,Innovex Group,Internet consulting company,United States,,-,Citrix Worldwide Customer Service,2000-02-01
1410,Citrix,2001,5,Sequoia Software Corporation,XML-based portal software developer,United States,,-,Citrix NFuse and Metaframe,2001-05-01
1411,Citrix,2004,3,Expertcity,GoToMyPC and GoToMeeting platform developer,United States,,-,SaaS,2004-03-01
1412,Citrix,2004,12,Net6,SSL VPN technology,United States,,-,SSL Access Gateway and Citrix’s MetaFrame Access Suite,2004-12-01
1413,Citrix,2005,8,Netscaler,Application acceleration hardware vendor,United States,,-,Citrix NetScaler,2005-08-01
1414,Citrix,2005,11,Teros,Firewall vendor,United States,,-,Citrix NetScaler Application Firewall,2005-11-01
1415,Citrix,2006,5,Reflectent,Edgesight desktop applications performance-monitoring software developer.,United States,,-,"Citrix Web applications performance-measuring software, core client-server applications, Presentation Server",2006-05-01
1416,Citrix,2006,8,Orbital Data,WAN optimization,United States,,-,Citrix WANScaler,2006-08-01
1417,Citrix,2007,1,Ardence Inc.,Server provisioning software developer,United States,,-,"Citrix’s Management Systems Group, Provisioning Server",2007-01-01
1418,Citrix,2007,3,thinGenius,Load testing software,United States,,-,Presentation Server and virtual software delivery,2007-03-01
1419,Citrix,2007,2,Aurema]],E-commerce,Australia,,-,Greater support for Presentation Server running on Microsoft Longhorn Server,2007-02-01
1420,Citrix,2007,6,Caymas Systems,Identity-based access control,United States,,-,Citrix SSL VPN (enhanced),2007-06-01
1421,Citrix,2007,9,QuickTree,XML security,United States,,-,"NetScaler application-acceleration platform, WANScaler WAN-optimization gear, and Citrix Access Gateway SSL VPN device",2007-09-01
1422,Citrix,2007,10,XenSource,Desktop and server virtualization,-,,-,Desktop and server virtualization. XenSource became part of Citrix’s Virtualization & Management Division.,2007-10-01
1423,Citrix,2008,5,sepagoPROFILE,Profile management technology developer,Germany,,-,"Citrix XenDesktop, XenApp, and User Profile Manager",2008-05-01
1424,Citrix,2008,3,Deterministics Network,Software-based scalable secure network acceleration and bandwidth management,United States,,-,Citrix Deterministics Network,2008-03-01
1425,Citrix,2009,1,Vidsoft,High definition video streaming,Germany,,-,"HDFaces within GoToMeeting, GoToWebinar, and GoToTraining",2009-01-01
1426,Citrix,2008,11,Vapps,High definition audio conference call equipment,United States,,-,GoToMeeting,2008-11-01
1427,Citrix,2010,2,Paglo Labs,SaaS-based IT management,United States,,-,GoToManage,2010-02-01
1428,Citrix,2010,8,VMLogix Inc.,Virtualization automation and management,United States,,-,XenServer,2010-08-01
1429,Citrix,2011,2,Netviewer,SaaS vendor in collaboration and IT services,Germany,,-,Citrix’s online services division,2011-02-01
1430,Citrix,2011,2,EMS-Cortex,Cloud services provisioning and management,New Zealand,,-,"XenApp, Cloud Portal Services Manager",2011-02-01
1431,Citrix,2011,5,Kaviza,Virtual desktop infrastructure (VDI) developer,United States,,-,VDI-in-a-box,2011-05-01
1432,Citrix,2011,7,Cloud.com,Cloud computing,United States,,-,"Citrix CloudPlatform OpenStack, open source cloud stack",2011-07-01
1433,Citrix,2011,8,RingCube,Personalized virtual desktop,United States,,-,XenDesktop,2011-08-01
1434,Citrix,2011,10,ShareFile,Enterprise file-sharing solution,United States,,-,ShareFile,2011-10-01
1435,Citrix,2011,10,App-DNA,Software migration,-,,-,Citrix Desktop Transformation Model,2011-10-01
1436,Citrix,2012,2,Apere,Network security,United States,,-,"Software as a service (SaaS), Single sign-on Security (SSO)",2012-02-01
1437,Citrix,2012,4,Podio,Cloud-based social network for businesses,Denmark,,-,GoTo cloud services,2012-04-01
1438,Citrix,2012,5,Virtual Computer,Virtual desktop technology,United States,,-,XenClient,2012-05-01
1439,Citrix,2012,7,Bytemobile,Mobile data and video optimization,United States,,-,NetScaler,2012-07-01
1440,Citrix,2012,9,Beetil,Cloud-based service desk technology provider,New Zealand,,-,GoToAssist,2012-09-01
1441,Citrix,2013,1,Zenprise,Mobile device management,United States,,-,XenMobile,2013-01-01
1442,Citrix,2013,9,Byte Squared,iPad document editing,-,,-,ShareFile,2013-09-01
1443,Citrix,2013,12,Skytide,iPad document editing,-,,-,ByteMobile,2013-12-01
1444,Citrix,2014,1,FrameHawk,Mobile delivery of virtual desktop,United States,,-,HDX technology for XenApp and XenDesktop,2014-01-01
1445,Citrix,2014,5,ScaleXtreme,Application management,United States,,-,Workspace Services,2014-05-01
